"Datum";"Präfix";"Wasserstand(GOK) [cm u. GOK]";"Hinweise"
25.01.2007;"";660;"Geprüft"
01.04.2008;"";523;"Geprüft"
02.04.2008;"";531;"Geprüft"
08.04.2008;"";524;"Geprüft"
15.04.2008;"";519;"Geprüft"
22.04.2008;"";515;"Geprüft"
01.05.2008;"";515;"Geprüft"
08.05.2008;"";511;"Geprüft"
15.05.2008;"";503;"Geprüft"
22.05.2008;"";504;"Geprüft"
01.06.2008;"";502;"Geprüft"
08.06.2008;"";508;"Geprüft"
15.06.2008;"";548;"Geprüft"
22.06.2008;"";565;"Geprüft"
01.07.2008;"";577;"Geprüft"
08.07.2008;"";576;"Geprüft"
15.07.2008;"";579;"Geprüft"
22.07.2008;"";584;"Geprüft"
01.08.2008;"";585;"Geprüft"
08.08.2008;"";587;"Geprüft"
15.08.2008;"";588;"Geprüft"
22.08.2008;"";589;"Geprüft"
31.08.2008;"";594;"Geprüft"
09.09.2008;"";596;"Geprüft"
15.09.2008;"";598;"Geprüft"
22.09.2008;"";596;"Geprüft"
01.10.2008;"";597;"Geprüft"
08.10.2008;"";599;"Geprüft"
15.10.2008;"";600;"Geprüft"
22.10.2008;"";601;"Geprüft"
01.11.2008;"";600;"Geprüft"
08.11.2008;"";599;"Geprüft"
15.11.2008;"";599;"Geprüft"
22.11.2008;"";600;"Geprüft"
01.12.2008;"";599;"Geprüft"
08.12.2008;"";599;"Geprüft"
15.12.2008;"";599;"Geprüft"
22.12.2008;"";600;"Geprüft"
01.01.2009;"";602;"Geprüft"
08.01.2009;"";606;"Geprüft"
15.01.2009;"";607;"Geprüft"
22.01.2009;"";605;"Geprüft"
01.02.2009;"";608;"Geprüft"
08.02.2009;"";608;"Geprüft"
15.02.2009;"";608;"Geprüft"
22.02.2009;"";608;"Geprüft"
01.03.2009;"";608;"Geprüft"
08.03.2009;"";608;"Geprüft"
15.03.2009;"";607;"Geprüft"
22.03.2009;"";609;"Geprüft"
01.04.2009;"";610;"Geprüft"
08.04.2009;"";610;"Geprüft"
15.04.2009;"";610;"Geprüft"
22.04.2009;"";610;"Geprüft"
01.05.2009;"";611;"Geprüft"
08.05.2009;"";610;"Geprüft"
15.05.2009;"";611;"Geprüft"
22.05.2009;"";611;"Geprüft"
01.06.2009;"";610;"Geprüft"
08.06.2009;"";610;"Geprüft"
15.06.2009;"";610;"Geprüft"
22.06.2009;"";609;"Geprüft"
01.07.2009;"";611;"Geprüft"
08.07.2009;"";613;"Geprüft"
15.07.2009;"";612;"Geprüft"
22.07.2009;"";612;"Geprüft"
01.08.2009;"";612;"Geprüft"
08.08.2009;"";613;"Geprüft"
15.08.2009;"";615;"Geprüft"
22.08.2009;"";616;"Geprüft"
01.09.2009;"";617;"Geprüft"
08.09.2009;"";619;"Geprüft"
15.09.2009;"";620;"Geprüft"
22.09.2009;"";622;"Geprüft"
01.10.2009;"";624;"Geprüft"
08.10.2009;"";625;"Geprüft"
15.10.2009;"";626;"Geprüft"
22.10.2009;"";627;"Geprüft"
01.11.2009;"";626;"Geprüft"
08.11.2009;"";626;"Geprüft"
15.11.2009;"";626;"Geprüft"
22.11.2009;"";625;"Geprüft"
01.12.2009;"";625;"Geprüft"
08.12.2009;"";625;"Geprüft"
15.12.2009;"";625;"Geprüft"
22.12.2009;"";625;"Geprüft"
01.01.2010;"";624;"Geprüft"
08.01.2010;"";624;"Geprüft"
15.01.2010;"";624;"Geprüft"
22.01.2010;"";624;"Geprüft"
01.02.2010;"";624;"Geprüft"
08.02.2010;"";624;"Geprüft"
15.02.2010;"";625;"Geprüft"
22.02.2010;"";628;"Geprüft"
01.03.2010;"";628;"Geprüft"
08.03.2010;"";628;"Geprüft"
15.03.2010;"";627;"Geprüft"
22.03.2010;"";625;"Geprüft"
01.04.2010;"";625;"Geprüft"
08.04.2010;"";624;"Geprüft"
15.04.2010;"";624;"Geprüft"
22.04.2010;"";625;"Geprüft"
01.05.2010;"";624;"Geprüft"
08.05.2010;"";624;"Geprüft"
15.05.2010;"";623;"Geprüft"
22.05.2010;"";622;"Geprüft"
01.06.2010;"";620;"Geprüft"
08.06.2010;"";619;"Geprüft"
15.06.2010;"";617;"Geprüft"
22.06.2010;"";617;"Geprüft"
01.07.2010;"";616;"Geprüft"
08.07.2010;"";615;"Geprüft"
15.07.2010;"";615;"Geprüft"
22.07.2010;"";615;"Geprüft"
01.08.2010;"";616;"Geprüft"
08.08.2010;"";616;"Geprüft"
15.08.2010;"";616;"Geprüft"
22.08.2010;"";617;"Geprüft"
01.09.2010;"";614;"Geprüft"
08.09.2010;"";613;"Geprüft"
15.09.2010;"";612;"Geprüft"
25.09.2010;"";612;"Geprüft"
01.10.2010;"";608;"Geprüft"
08.10.2010;"";607;"Geprüft"
15.10.2010;"";605;"Geprüft"
22.10.2010;"";603;"Geprüft"
01.11.2010;"";597;"Geprüft"
08.11.2010;"";597;"Geprüft"
15.11.2010;"";596;"Geprüft"
22.11.2010;"";596;"Geprüft"
01.12.2010;"";595;"Geprüft"
08.12.2010;"";594;"Geprüft"
15.12.2010;"";593;"Geprüft"
22.12.2010;"";591;"Geprüft"
01.01.2011;"";591;"Geprüft"
08.01.2011;"";589;"Geprüft"
15.01.2011;"";588;"Geprüft"
22.01.2011;"";588;"Geprüft"
01.02.2011;"";579;"Geprüft"
08.02.2011;"";573;"Geprüft"
15.02.2011;"";570;"Geprüft"
22.02.2011;"";566;"Geprüft"
01.03.2011;"";566;"Geprüft"
08.03.2011;"";566;"Geprüft"
15.03.2011;"";564;"Geprüft"
22.03.2011;"";565;"Geprüft"
01.04.2011;"";564;"Geprüft"
08.04.2011;"";563;"Geprüft"
15.04.2011;"";562;"Geprüft"
22.04.2011;"";562;"Geprüft"
01.05.2011;"";563;"Geprüft"
08.05.2011;"";564;"Geprüft"
15.05.2011;"";564;"Geprüft"
22.05.2011;"";566;"Geprüft"
01.06.2011;"";567;"Geprüft"
08.06.2011;"";567;"Geprüft"
15.06.2011;"";568;"Geprüft"
22.06.2011;"";568;"Geprüft"
01.07.2011;"";567;"Geprüft"
08.07.2011;"";566;"Geprüft"
15.07.2011;"";566;"Geprüft"
22.07.2011;"";566;"Geprüft"
01.08.2011;"";564;"Geprüft"
08.08.2011;"";562;"Geprüft"
15.08.2011;"";561;"Geprüft"
22.08.2011;"";559;"Geprüft"
01.09.2011;"";557;"Geprüft"
08.09.2011;"";556;"Geprüft"
15.09.2011;"";557;"Geprüft"
22.09.2011;"";557;"Geprüft"
01.10.2011;"";558;"Geprüft"
08.10.2011;"";558;"Geprüft"
15.10.2011;"";558;"Geprüft"
22.10.2011;"";558;"Geprüft"
01.11.2011;"";557;"Geprüft"
08.11.2011;"";557;"Geprüft"
15.11.2011;"";558;"Geprüft"
22.11.2011;"";559;"Geprüft"
01.12.2011;"";561;"Geprüft"
08.12.2011;"";562;"Geprüft"
15.12.2011;"";564;"Geprüft"
22.12.2011;"";565;"Geprüft"
01.01.2012;"";566;"Geprüft"
08.01.2012;"";565;"Geprüft"
15.01.2012;"";564;"Geprüft"
22.01.2012;"";564;"Geprüft"
01.02.2012;"";564;"Geprüft"
08.02.2012;"";564;"Geprüft"
15.02.2012;"";564;"Geprüft"
22.02.2012;"";563;"Geprüft"
01.03.2012;"";561;"Geprüft"
08.03.2012;"";561;"Geprüft"
15.03.2012;"";561;"Geprüft"
22.03.2012;"";561;"Geprüft"
01.04.2012;"";561;"Geprüft"
08.04.2012;"";561;"Geprüft"
15.04.2012;"";561;"Geprüft"
22.04.2012;"";561;"Geprüft"
01.05.2012;"";560;"Geprüft"
08.05.2012;"";560;"Geprüft"
15.05.2012;"";559;"Geprüft"
22.05.2012;"";559;"Geprüft"
01.06.2012;"";560;"Geprüft"
08.06.2012;"";560;"Geprüft"
15.06.2012;"";560;"Geprüft"
22.06.2012;"";560;"Geprüft"
01.07.2012;"";559;"Geprüft"
08.07.2012;"";560;"Geprüft"
15.07.2012;"";560;"Geprüft"
22.07.2012;"";560;"Geprüft"
01.08.2012;"";559;"Geprüft"
08.08.2012;"";559;"Geprüft"
15.08.2012;"";560;"Geprüft"
22.08.2012;"";560;"Geprüft"
01.09.2012;"";561;"Geprüft"
08.09.2012;"";561;"Geprüft"
15.09.2012;"";561;"Geprüft"
22.09.2012;"";562;"Geprüft"
01.10.2012;"";562;"Geprüft"
08.10.2012;"";562;"Geprüft"
15.10.2012;"";563;"Geprüft"
22.10.2012;"";563;"Geprüft"
01.11.2012;"";563;"Geprüft"
08.11.2012;"";563;"Geprüft"
15.11.2012;"";564;"Geprüft"
22.11.2012;"";564;"Geprüft"
01.12.2012;"";567;"Geprüft"
08.12.2012;"";568;"Geprüft"
15.12.2012;"";569;"Geprüft"
22.12.2012;"";570;"Geprüft"
01.01.2013;"";570;"Geprüft"
08.01.2013;"";570;"Geprüft"
15.01.2013;"";570;"Geprüft"
22.01.2013;"";570;"Geprüft"
01.02.2013;"";568;"Geprüft"
08.02.2013;"";568;"Geprüft"
15.02.2013;"";568;"Geprüft"
22.02.2013;"";567;"Geprüft"
01.03.2013;"";567;"Geprüft"
08.03.2013;"";567;"Geprüft"
15.03.2013;"";567;"Geprüft"
22.03.2013;"";567;"Geprüft"
01.04.2013;"";567;"Geprüft"
08.04.2013;"";567;"Geprüft"
15.04.2013;"";566;"Geprüft"
22.04.2013;"";566;"Geprüft"
01.05.2013;"";566;"Geprüft"
08.05.2013;"";566;"Geprüft"
15.05.2013;"";566;"Geprüft"
22.05.2013;"";566;"Geprüft"
01.06.2013;"";564;"Geprüft"
08.06.2013;"";563;"Geprüft"
15.06.2013;"";563;"Geprüft"
22.06.2013;"";562;"Geprüft"
01.07.2013;"";562;"Geprüft"
08.07.2013;"";563;"Geprüft"
15.07.2013;"";564;"Geprüft"
22.07.2013;"";566;"Geprüft"
01.08.2013;"";567;"Geprüft"
08.08.2013;"";568;"Geprüft"
15.08.2013;"";568;"Geprüft"
22.08.2013;"";567;"Geprüft"
01.09.2013;"";569;"Geprüft"
08.09.2013;"";570;"Geprüft"
15.09.2013;"";570;"Geprüft"
22.09.2013;"";571;"Geprüft"
01.10.2013;"";572;"Geprüft"
08.10.2013;"";572;"Geprüft"
15.10.2013;"";572;"Geprüft"
22.10.2013;"";572;"Geprüft"
01.11.2013;"";572;"Geprüft"
08.11.2013;"";572;"Geprüft"
15.11.2013;"";572;"Geprüft"
22.11.2013;"";572;"Geprüft"
01.12.2013;"";572;"Geprüft"
08.12.2013;"";572;"Geprüft"
15.12.2013;"";571;"Geprüft"
22.12.2013;"";570;"Geprüft"
01.01.2014;"";569;"Geprüft"
08.01.2014;"";569;"Geprüft"
15.01.2014;"";569;"Geprüft"
22.01.2014;"";569;"Geprüft"
01.02.2014;"";569;"Geprüft"
08.02.2014;"";568;"Geprüft"
15.02.2014;"";568;"Geprüft"
22.02.2014;"";569;"Geprüft"
01.03.2014;"";570;"Geprüft"
08.03.2014;"";572;"Geprüft"
15.03.2014;"";572;"Geprüft"
22.03.2014;"";571;"Geprüft"
01.04.2014;"";572;"Geprüft"
08.04.2014;"";573;"Geprüft"
15.04.2014;"";574;"Geprüft"
22.04.2014;"";575;"Geprüft"
01.05.2014;"";576;"Geprüft"
08.05.2014;"";577;"Geprüft"
15.05.2014;"";578;"Geprüft"
22.05.2014;"";578;"Geprüft"
01.06.2014;"";578;"Geprüft"
08.06.2014;"";578;"Geprüft"
15.06.2014;"";579;"Geprüft"
22.06.2014;"";581;"Geprüft"
01.07.2014;"";581;"Geprüft"
08.07.2014;"";581;"Geprüft"
15.07.2014;"";582;"Geprüft"
22.07.2014;"";583;"Geprüft"
01.08.2014;"";583;"Geprüft"
08.08.2014;"";584;"Geprüft"
15.08.2014;"";585;"Geprüft"
22.08.2014;"";585;"Geprüft"
01.09.2014;"";587;"Geprüft"
08.09.2014;"";587;"Geprüft"
15.09.2014;"";586;"Geprüft"
22.09.2014;"";586;"Geprüft"
01.10.2014;"";586;"Geprüft"
08.10.2014;"";587;"Geprüft"
15.10.2014;"";588;"Geprüft"
22.10.2014;"";588;"Geprüft"
01.11.2014;"";589;"Geprüft"
08.11.2014;"";591;"Geprüft"
15.11.2014;"";592;"Geprüft"
22.11.2014;"";592;"Geprüft"
01.12.2014;"";592;"Geprüft"
08.12.2014;"";592;"Geprüft"
15.12.2014;"";592;"Geprüft"
22.12.2014;"";592;"Geprüft"
01.01.2015;"";594;"Geprüft"
08.01.2015;"";595;"Geprüft"
15.01.2015;"";593;"Geprüft"
22.01.2015;"";593;"Geprüft"
01.02.2015;"";593;"Geprüft"
08.02.2015;"";591;"Geprüft"
15.02.2015;"";590;"Geprüft"
22.02.2015;"";589;"Geprüft"
01.03.2015;"";589;"Geprüft"
08.03.2015;"";589;"Geprüft"
15.03.2015;"";590;"Geprüft"
22.03.2015;"";591;"Geprüft"
01.04.2015;"";591;"Geprüft"
08.04.2015;"";591;"Geprüft"
15.04.2015;"";591;"Geprüft"
22.04.2015;"";592;"Geprüft"
01.05.2015;"";593;"Geprüft"
08.05.2015;"";594;"Geprüft"
15.05.2015;"";595;"Geprüft"
22.05.2015;"";595;"Geprüft"
01.06.2015;"";596;"Geprüft"
08.06.2015;"";596;"Geprüft"
15.06.2015;"";597;"Geprüft"
22.06.2015;"";597;"Geprüft"
01.07.2015;"";599;"Geprüft"
08.07.2015;"";601;"Geprüft"
15.07.2015;"";603;"Geprüft"
22.07.2015;"";603;"Geprüft"
01.08.2015;"";606;"Geprüft"
08.08.2015;"";606;"Geprüft"
15.08.2015;"";605;"Geprüft"
22.08.2015;"";605;"Geprüft"
01.09.2015;"";603;"Geprüft"
08.09.2015;"";603;"Geprüft"
15.09.2015;"";603;"Geprüft"
22.09.2015;"";603;"Geprüft"
01.10.2015;"";605;"Geprüft"
08.10.2015;"";606;"Geprüft"
15.10.2015;"";606;"Geprüft"
22.10.2015;"";607;"Geprüft"
01.11.2015;"";607;"Geprüft"
08.11.2015;"";607;"Geprüft"
15.11.2015;"";607;"Geprüft"
22.11.2015;"";607;"Geprüft"
01.12.2015;"";607;"Geprüft"
08.12.2015;"";607;"Geprüft"
15.12.2015;"";607;"Geprüft"
22.12.2015;"";606;"Geprüft"
01.01.2016;"";606;"Geprüft"
08.01.2016;"";607;"Geprüft"
15.01.2016;"";607;"Geprüft"
22.01.2016;"";607;"Geprüft"
01.02.2016;"";605;"Geprüft"
08.02.2016;"";602;"Geprüft"
15.02.2016;"";602;"Geprüft"
22.02.2016;"";601;"Geprüft"
01.03.2016;"";601;"Geprüft"
08.03.2016;"";601;"Geprüft"
15.03.2016;"";600;"Geprüft"
22.03.2016;"";599;"Geprüft"
01.04.2016;"";599;"Geprüft"
08.04.2016;"";598;"Geprüft"
15.04.2016;"";597;"Geprüft"
22.04.2016;"";598;"Geprüft"
01.05.2016;"";596;"Geprüft"
08.05.2016;"";596;"Geprüft"
15.05.2016;"";597;"Geprüft"
22.05.2016;"";598;"Geprüft"
01.06.2016;"";598;"Geprüft"
08.06.2016;"";599;"Geprüft"
15.06.2016;"";599;"Geprüft"
22.06.2016;"";599;"Geprüft"
01.07.2016;"";598;"Geprüft"
08.07.2016;"";599;"Geprüft"
15.07.2016;"";599;"Geprüft"
22.07.2016;"";599;"Geprüft"
01.08.2016;"";599;"Geprüft"
08.08.2016;"";599;"Geprüft"
15.08.2016;"";599;"Geprüft"
22.08.2016;"";600;"Geprüft"
01.09.2016;"";601;"Geprüft"
08.09.2016;"";603;"Geprüft"
15.09.2016;"";604;"Geprüft"
22.09.2016;"";605;"Geprüft"
01.10.2016;"";606;"Geprüft"
08.10.2016;"";607;"Geprüft"
15.10.2016;"";606;"Geprüft"
22.10.2016;"";606;"Geprüft"
01.11.2016;"";607;"Geprüft"
08.11.2016;"";608;"Geprüft"
15.11.2016;"";608;"Geprüft"
22.11.2016;"";607;"Geprüft"
01.12.2016;"";609;"Geprüft"
08.12.2016;"";609;"Geprüft"
15.12.2016;"";609;"Geprüft"
22.12.2016;"";610;"Geprüft"
01.01.2017;"";610;"Geprüft"
08.01.2017;"";612;"Geprüft"
15.01.2017;"";610;"Geprüft"
22.01.2017;"";612;"Geprüft"
01.02.2017;"";611;"Geprüft"
08.02.2017;"";612;"Geprüft"
15.02.2017;"";612;"Geprüft"
22.02.2017;"";612;"Geprüft"
01.03.2017;"";610;"Geprüft"
08.03.2017;"";609;"Geprüft"
15.03.2017;"";608;"Geprüft"
22.03.2017;"";608;"Geprüft"
01.04.2017;"";608;"Geprüft"
08.04.2017;"";606;"Geprüft"
15.04.2017;"";605;"Geprüft"
22.04.2017;"";605;"Geprüft"
01.05.2017;"";605;"Geprüft"
08.05.2017;"";605;"Geprüft"
15.05.2017;"";604;"Geprüft"
22.05.2017;"";604;"Geprüft"
01.06.2017;"";607;"Geprüft"
08.06.2017;"";608;"Geprüft"
15.06.2017;"";610;"Geprüft"
22.06.2017;"";611;"Geprüft"
01.07.2017;"";611;"Geprüft"
08.07.2017;"";611;"Geprüft"
15.07.2017;"";611;"Geprüft"
22.07.2017;"";611;"Geprüft"
01.08.2017;"";611;"Geprüft"
08.08.2017;"";610;"Geprüft"
15.08.2017;"";610;"Geprüft"
22.08.2017;"";610;"Geprüft"
01.01.2020;"";678;"Geprüft"
08.01.2020;"";679;"Geprüft"
15.01.2020;"";680;"Geprüft"
22.01.2020;"";679;"Geprüft"
01.02.2020;"";678;"Geprüft"
08.02.2020;"";679;"Geprüft"
15.02.2020;"";678;"Geprüft"
22.02.2020;"";678;"Geprüft"
01.03.2020;"";677;"Geprüft"
08.03.2020;"";667;"Geprüft"
15.03.2020;"";674;"Geprüft"
22.03.2020;"";673;"Geprüft"
01.04.2020;"";671;"Geprüft"
08.04.2020;"";671;"Geprüft"
15.04.2020;"";672;"Geprüft"
22.04.2020;"";672;"Geprüft"
01.05.2020;"";673;"Geprüft"
08.05.2020;"";674;"Geprüft"
15.05.2020;"";672;"Geprüft"
22.05.2020;"";673;"Geprüft"
01.06.2020;"";674;"Geprüft"
08.06.2020;"";677;"Geprüft"
15.06.2020;"";678;"Geprüft"
22.06.2020;"";677;"Geprüft"
01.07.2020;"";669;"Geprüft"
08.07.2020;"";679;"Geprüft"
15.07.2020;"";680;"Geprüft"
22.07.2020;"";679;"Geprüft"
01.08.2020;"";680;"Geprüft"
08.08.2020;"";681;"Geprüft"
15.08.2020;"";681;"Geprüft"
22.08.2020;"";682;"Geprüft"
01.09.2020;"";682;"Geprüft"
08.09.2020;"";684;"Geprüft"
15.09.2020;"";682;"Geprüft"
22.09.2020;"";684;"Geprüft"
01.10.2020;"";683;"Geprüft"
08.10.2020;"";682;"Geprüft"
15.10.2020;"";685;"Geprüft"
22.10.2020;"";685;"Geprüft"
01.11.2020;"";683;"Geprüft"
08.11.2020;"";680;"Geprüft"
15.11.2020;"";682;"Geprüft"
22.11.2020;"";682;"Geprüft"
01.12.2020;"";682;"Geprüft"
08.12.2020;"";683;"Geprüft"
15.12.2020;"";683;"Geprüft"
22.12.2020;"";682;"Geprüft"
01.01.2021;"";675;"Geprüft"
08.01.2021;"";675;"Geprüft"
15.01.2021;"";677;"Geprüft"
22.01.2021;"";674;"Geprüft"
01.02.2021;"";684;"Geprüft"
08.02.2021;"";681;"Geprüft"
15.02.2021;"";682;"Geprüft"
22.02.2021;"";682;"Geprüft"
01.03.2021;"";681;"Geprüft"
08.03.2021;"";669;"Geprüft"
15.03.2021;"";677;"Geprüft"
22.03.2021;"";676;"Geprüft"
01.04.2021;"";673;"Geprüft"
08.04.2021;"";674;"Geprüft"
15.04.2021;"";673;"Geprüft"
22.04.2021;"";672;"Geprüft"
01.05.2021;"";672;"Geprüft"
08.05.2021;"";673;"Geprüft"
15.05.2021;"";673;"Geprüft"
22.05.2021;"";672;"Geprüft"
01.06.2021;"";660;"Geprüft"
08.06.2021;"";671;"Geprüft"
15.06.2021;"";671;"Geprüft"
22.06.2021;"";673;"Geprüft"
01.07.2021;"";672;"Geprüft"
08.07.2021;"";675;"Geprüft"
15.07.2021;"";662;"Geprüft"
22.07.2021;"";670;"Geprüft"
01.08.2021;"";668;"Geprüft"
08.08.2021;"";668;"Geprüft"
15.08.2021;"";668;"Geprüft"
22.08.2021;"";669;"Geprüft"
01.09.2021;"";668;"Geprüft"
08.09.2021;"";667;"Geprüft"
15.09.2021;"";667;"Geprüft"
22.09.2021;"";667;"Geprüft"
01.10.2021;"";667;"Geprüft"
08.10.2021;"";667;"Geprüft"
15.10.2021;"";666;"Geprüft"
22.10.2021;"";666;"Geprüft"
01.11.2021;"";666;"Geprüft"
08.11.2021;"";666;"Geprüft"
15.11.2021;"";664;"Geprüft"
22.11.2021;"";664;"Geprüft"
01.12.2021;"";665;"Geprüft"
08.12.2021;"";664;"Geprüft"
15.12.2021;"";663;"Geprüft"
22.12.2021;"";664;"Geprüft"
01.01.2022;"";664;"Geprüft"
08.01.2022;"";664;"Geprüft"
15.01.2022;"";663;"Geprüft"
22.01.2022;"";665;"Geprüft"
01.02.2022;"";663;"Geprüft"
08.02.2022;"";662;"Geprüft"
15.02.2022;"";661;"Geprüft"
22.02.2022;"";661;"Geprüft"
01.03.2022;"";660;"Geprüft"
08.03.2022;"";659;"Geprüft"
15.03.2022;"";658;"Geprüft"
22.03.2022;"";657;"Geprüft"
01.04.2022;"";656;"Geprüft"
07.04.2022;"";655;"Geprüft, Beeinflusst"
08.04.2022;"";656;"Geprüft"
15.04.2022;"";656;"Geprüft"
22.04.2022;"";655;"Geprüft"
01.05.2022;"";657;"Geprüft"
08.05.2022;"";657;"Geprüft"
15.05.2022;"";656;"Geprüft"
22.05.2022;"";657;"Geprüft"
01.06.2022;"";658;"Geprüft"
08.06.2022;"";658;"Geprüft"
15.06.2022;"";661;"Geprüft"
22.06.2022;"";661;"Geprüft"
01.07.2022;"";663;"Geprüft"
08.07.2022;"";665;"Geprüft"
15.07.2022;"";667;"Geprüft"
22.07.2022;"";667;"Geprüft"
01.08.2022;"";670;"Geprüft"
08.08.2022;"";671;"Geprüft"
15.08.2022;"";672;"Geprüft"
22.08.2022;"";674;"Geprüft"
01.09.2022;"";676;"Geprüft"
08.09.2022;"";676;"Geprüft"
15.09.2022;"";677;"Geprüft"
22.09.2022;"";679;"Geprüft"
01.10.2022;"";679;"Geprüft"
08.10.2022;"";680;"Geprüft"
15.10.2022;"";681;"Geprüft"
22.10.2022;"";682;"Geprüft"
01.11.2022;"";683;"Geprüft"
08.11.2022;"";685;"Geprüft"
15.11.2022;"";684;"Geprüft"
22.11.2022;"";685;"Geprüft"
01.12.2022;"";685;"Geprüft"
08.12.2022;"";687;"Geprüft"
15.12.2022;"";687;"Geprüft"
22.12.2022;"";687;"Geprüft"
02.01.2023;"";687;"Geprüft"
08.01.2023;"";686;"Geprüft"
15.01.2023;"";686;"Geprüft"
22.01.2023;"";686;"Geprüft"
01.02.2023;"";686;"Geprüft"
08.02.2023;"";685;"Geprüft"
15.02.2023;"";684;"Geprüft"
22.02.2023;"";685;"Geprüft"
01.03.2023;"";684;"Geprüft"
08.03.2023;"";685;"Geprüft"
15.03.2023;"";683;"Geprüft"
22.03.2023;"";681;"Geprüft"
01.04.2023;"";677;"Geprüft"
08.04.2023;"";677;"Geprüft"
15.04.2023;"";677;"Geprüft"
22.04.2023;"";665;"Geprüft"
01.05.2023;"";667;"Geprüft"
08.05.2023;"";673;"Geprüft"
15.05.2023;"";673;"Geprüft"
22.05.2023;"";673;"Geprüft"
01.06.2023;"";673;"Geprüft"
08.06.2023;"";676;"Geprüft"
15.06.2023;"";678;"Geprüft"
22.06.2023;"";680;"Geprüft"
01.07.2023;"";679;"Geprüft"
08.07.2023;"";680;"Geprüft"
15.07.2023;"";681;"Geprüft"
22.07.2023;"";682;"Geprüft"
01.08.2023;"";683;"Geprüft"
08.08.2023;"";684;"Geprüft"
15.08.2023;"";685;"Geprüft"
22.08.2023;"";685;"Geprüft"
01.09.2023;"";686;"Geprüft"
08.09.2023;"";687;"Geprüft"
15.09.2023;"";687;"Geprüft"
22.09.2023;"";687;"Geprüft"
01.10.2023;"";688;"Geprüft"
08.10.2023;"";689;"Geprüft"
15.10.2023;"";687;"Geprüft"
22.10.2023;"";690;"Geprüft"
01.11.2023;"";690;"Geprüft"
08.11.2023;"";690;"Geprüft"
15.11.2023;"";688;"Geprüft"
22.11.2023;"";687;"Geprüft"
01.12.2023;"";686;"Geprüft"
08.12.2023;"";684;"Geprüft"
15.12.2023;"";682;"Geprüft"
22.12.2023;"";684;"Geprüft"
01.01.2024;"";672;"Geprüft"
08.01.2024;"";677;"Geprüft"
15.01.2024;"";664;"Geprüft"
22.01.2024;"";661;"Geprüft"
01.02.2024;"";658;"Geprüft"
08.02.2024;"";657;"Geprüft"
15.02.2024;"";655;"Geprüft"
22.02.2024;"";653;"Geprüft"
01.03.2024;"";651;"Geprüft"
08.03.2024;"";648;"Geprüft"
15.03.2024;"";616;"Geprüft"
22.03.2024;"";643;"Geprüft"
01.04.2024;"";641;"Ungeprüft"
08.04.2024;"";639;"Ungeprüft"
15.04.2024;"";638;"Ungeprüft"
22.04.2024;"";637;"Ungeprüft"
01.05.2024;"";645;"Ungeprüft"
08.05.2024;"";646;"Ungeprüft"
15.05.2024;"";645;"Ungeprüft"
22.05.2024;"";635;"Ungeprüft"
01.06.2024;"";634;"Ungeprüft"
08.06.2024;"";634;"Ungeprüft"
15.06.2024;"";634;"Ungeprüft"
22.06.2024;"";635;"Ungeprüft"
01.07.2024;"";634;"Ungeprüft"
08.07.2024;"";635;"Ungeprüft"
15.07.2024;"";635;"Ungeprüft"
22.07.2024;"";636;"Ungeprüft"
01.08.2024;"";637;"Ungeprüft"
08.08.2024;"";637;"Ungeprüft"
15.08.2024;"";637;"Ungeprüft"
